USBL,SIGNED,40-Man,POS,NAME,B/T,DOB,STATUS,QO,BASE,FG WAR 24,FG WAR 25,GS,IP,AB,USBL,PTS,MLBAM_ID,DECISION,New 40,COST,,,,BA,PTS,MLB,PTS,P1500,PTS,FG,PTS
INC,D2025586INC20,,0,"SMITH, RYAN",R/R,11/15/02,M2,,,,,,,,,,823193,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
SH1,D2024680BAB23,40,0,"SMITH, SHANE",R,04/04/00,O,," $740,000 ",,2.20,30,154,,CHA 29,2.26,681343,KEEP,40," $740,000 ",,0.00,0,2.20,,,,,,,
SL1,D2025482SL117,,0,"SMITH, TRAVIS",R/R,11/09/02,M2,,,,,,,,,,695605,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
SPI,D2025214SPI08,,0,"SMITH, TRISTAN",R/L,05/25/03,M2,,,,,,,,CIN HM,0.00,702280,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2009BOB01,,1,"SMITH, WILL",L,07/10/89,UFA,2020," $740,000 ",-0.40,,,,,,,519293,,,,,0.00,1,0.00,,,,,,,
HIB,D2017045LVP02,40,2,"SMITH, WILL",R,03/28/95,FA28,," $7,865,654 ",2.70,4.10,,,380,,,669257,KEEP,40," $7,865,654 ",,399.00,2,4.10,,,,,,,
FA,D2018070KC103,,8,"SMITH-NJIGBA, CANAAN",L,04/30/99,UFA,," $740,000 ",,,,,,,,675986,,,,,0.00,8,0.00,,,,,,,
TUT,D2022113BOB04,40,0,"SMITH-SHAWVER, AJ",R,11/20/02,O2,," $740,000 ",0.20,0.60,9,47,,ATN 03,24.40,700363,KEEP,40," $740,000 ",,0.00,0,0.60,,,,,,,
FA,D2011NHFS1,,1,"SMYLY, DREW",L,06/13/89,UFA,," $740,000 ",-0.30,,,,,,,592767,,,,,0.00,1,0.00,,,,,,,
FA,FA2023HOG,,1,"SNEAD, KIRBY",L,10/07/94,UFA,," $740,000 ",0.00,,,,,,,669912,,,,,0.00,1,0.00,,,,,,,
FA,D2015110WBR04,,1,"SNEED, CY",,10/01/92,UFA,," $740,000 ",,,,,,,,605482,,,,,0.00,1,0.00,,,,,,,
MER,D2012084INC02,40,0,"SNELL, BLAKE",L,12/04/92,FA27,2024," $24,000,000 ",3.10,1.90,12,64,,,,605483,KEEP,40," $24,000,000 ",,0.00,0,1.90,,,,,,,
BBS,D2024290BBS10,RELEASE,2,"SNELL, RYAN",R,04/14/00,M3,,,,,,,,,,809645,RELEASE,, $-   ,,0.00,2,0.00,,,,,,,
BBS,D2023029RFS1S,,0,"SNELLING, ROBBY",L,12/19/03,M4,,,,,,,,MMN 06,23.93,702281,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2014388MUN13,,1,"SNELTEN, DONALD",L,05/29/92,UFA,," $740,000 ",,,,,,,,592769,,,,,0.00,1,0.00,,,,,,,
OSC,FA2023HOG,40,1,"SNIDER, COLLIN",R,10/10/95,FA26,," $2,500,000 ",0.50,0.20,0,28,,,,676092,KEEP,40," $2,500,000 ",,0.00,1,0.20,,,,,,,
SAG,D2025728SAG30,RELEASE,5,"SNYDER, MICHAEL",R/R,09/16/00,M2,,,,,,,,,,688617,RELEASE,, $-   ,,0.00,5,0.00,,,,,,,
FA,D2020503BRM17,,1,"SNYDER, NICK",,11/19/97,MR5,,,,,,,,,,680235,,,,,0.00,1,0.00,,,,,,,
FA,D2020598BRB21,,1,"SNYDER, NICK",,10/10/95,UFA,," $740,000 ",,,,,,,,676766,,,,,0.00,1,0.00,,,,,,,
FA,D2017649MER23,,6,"SNYDER, TAYLOR",R,09/28/94,MR5,,,,,,,,,,643549,,,,,0.00,6,0.00,,,,,,,
CHH,D2025146CHH05,,6,"SNYDER, TREY",R/R,09/21/05,M2,,,,,,,,NYN 18,13.93,815551,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
FA,D2015206BRM07,,1,"SOBOTKA, CHAD",,07/10/93,UFA,," $740,000 ",,,,,,,,656977,,,,,0.00,1,0.00,,,,,,,
SL1,D2021008SL101,40,8,"SODERSTROM, TYLER",L,11/24/01,O2,," $967,995 ",0.30,3.40,,,589,,,691016,KEEP,40," $967,995 ",,618.00,8,3.40,,,,,,,
KEC,D2020564SIM20,40,4,"SOGARD, NICK",,09/09/97,MR5,," $120,600 ",0.30,-0.10,,,101,,,686765,KEEP,40," $120,600 ",,106.00,4,-0.10,,,,,,,
FA,D2017049KC102,,4,"SOLAK, NICK",R,01/11/95,UFA,," $740,000 ",,-0.40,,,12,,,669256,,,,,13.00,4,-0.40,,,,,,,
FA,D2006348GRB12,,3,"SOLANO, DONOVAN",R,12/17/87,UFA,2021," $740,000 ",0.80,0.00,,,174,,,456781,,,,,183.00,3,0.00,,,,,,,
SL1,D2024635SL122,,6,"SOLANO, EDWIN",R,03/14/06,M3,,,,,,,,,,807006,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
ALC,D2023324ALC11,,6,"SOLANO, YOFFRY",,11/04/04,M4,,,,,,,,,,703200,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
FA,D2019658BAB24,,8,"SOLARTE, ANGEL",,03/29/01,MR5,,,,,,,,,,678222,,,,,0.00,8,0.00,,,,,,,
FA,D2013012MUN01,,8,"SOLER, JORGE",R,02/25/92,UFA,," $740,000 ",1.10,-0.30,,,293,,,624585,,,,,308.00,8,-0.30,,,,,,,
BRM,D2024168NEE06,,5,"SOLER, YASSEL",R,01/26/06,M3,,,,,,,,ARN 14,17.00,807957,KEEP,, $-   ,,0.00,5,0.00,,,,,,,
FA,D2018039ALE1S,,0,"SOLIS, JAIRO ",R,12/22/99,MR5,,,,,,,,,,672810,,,,,0.00,0,0.00,,,,,,,
RFS,D2022038LVA1S,,0,"SOLOMETO, ANTHONY",L,12/02/02,M5,,,,,,,,PIN 13,17.49,696143,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2019427NYG15,,0,"SOLOMON, JARED",R,06/10/97,UFA,," $740,000 ",,,,,,,,676660,,,,,0.00,0,0.00,,,,,,,
FA,D2015360BAB12,,1,"SOLOMON, PETER",R,08/16/96,UFA,," $740,000 ",,,,,,,,656981,,,,,0.00,1,0.00,,,,,,,
WBR,D2022644WBR23,,0,"SOMMER, TOMMY",L,09/18/03,M5,,,,,,,,,,685311,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
GLL,D2023370GLL13,,0,"SOMMERS, DREW",L,08/14/00,M4,,,,-0.10,0,3,,,,805427,KEEP,, $-   ,,0.00,0,-0.10,,,,,,,
NEE,D2020053SPI02,,0,"SONG, NOAH",R,05/28/97,MR5,,,,,,,,,,679977,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2022401BRM14,,1,"SORIANO, GEORGE",R,03/24/99,UFA,," $740,000 ",-0.60,-0.70,0,59,,,,666277,,,,,0.00,1,-0.70,,,,,,,
KEC,D2018132RFS05,40,0,"SORIANO, JOSE ",R,10/20/98,O2,," $1,480,000 ",1.70,3.00,33,177,,,,667755,KEEP,40," $1,480,000 ",,0.00,0,3.00,,,,,,,
NEE,D2024734NEE26,,8,"SORIANO, YEYCOL",L,09/03/05,M3,,,,,,,,,,807649,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
NYG,D2016036HOG1S,40,0,"SOROKA, MICHAEL",R,08/04/97,A6,," $1,000,000 ",0.40,1.10,18,94,,,,647336,KEEP,40," $1,000,000 ",,0.00,0,1.10,,,,,,,
SAG,D2014092BAB03,40,6,"SOSA, EDMUNDO",R,03/06/96,A4,," $740,000 ",1.90,1.60,,,255,,,624641,KEEP,40," $740,000 ",,268.00,6,1.60,,,,,,,
OSC,D2018236NEE08,40,4,"SOSA, LENYN ",R,01/25/00,O2,," $740,000 ",0.10,1.40,,,544,,,672820,KEEP,40," $740,000 ",,571.00,4,1.40,,,,,,,
NEE,D2021265NEE10,RELEASE,0,"SOSA, LISTHER",,09/06/01,MR5,,,,,,,,,,683538,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
ALC,D2024210ALC07,,8,"SOSA, THOMAS",L,01/18/05,M3,,,,,,,,BAA 15,16.91,800449,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
MER,D2022679MER25,RELEASE,8,"SOSA, VICTOR",L,09/28/03,M5,,,,,,,,,,691570,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2021243NEE09,,1,"SOTILLET, ANDRES",,03/02/97,M4,,,,,,,,,,666005,,,,,0.00,1,0.00,,,,,,,
FA,D2017450BAB15,,2,"SOTO, CARLOS",L,04/27/99,MR5,,,,,,,,,,666728,,,,,0.00,2,0.00,,,,,,,
MUN,D2024058MUN02,,0,"SOTO, CHARLEE",R,08/31/05,M3,,,,,,,,MNA 08,23.66,805792,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2024813GLL32,,8,"SOTO, ELIAN",L,01/10/06,M2,,,,,,,,,,808279,,,,,0.00,8,0.00,,,,,,,
FA,D2011CS120,,6,"SOTO, ELLIOT",R,08/21/89,UFA,," $740,000 ",,,,,,,,519303,,,,,0.00,6,0.00,,,,,,,
FA,D2012250NHF08,,1,"SOTO, GIOVANNI",L,05/18/91,MR5,,,,,,,,,,543803,,,,,0.00,1,0.00,,,,,,,
MOE,D2017361PBW13,40,1,"SOTO, GREGORY",L,02/11/95,A6,," $3,221,149 ",0.50,0.70,0,63,,,,642397,KEEP,40," $3,221,149 ",,0.00,1,0.70,,,,,,,
BGK,D2017015BGK01,40,8,"SOTO, JUAN",L,10/25/98,FA27,," $15,680,000 ",8.10,5.80,,,606,,,665742,KEEP,40," $15,680,000 ",,636.00,8,5.80,,,,,,,
HOG,D2018146NEE05,40,4,"SOTO, LIVAN ",L,06/22/00,O2,," $740,000 ",0.10,,,,,,,670869,KEEP,40," $740,000 ",,0.00,4,0.00,,,,,,,
BRM,D2025638BRM22,,3,"SOTO, RANDY",B/R,11/16/06,M2,,,,,,,,,,821079,KEEP,, $-   ,,0.00,3,0.00,,,,,,,
BGK,D2024643BGK22,,0,"SOTO, UBALDO",R,07/12/06,M3,,,,,,,,LAA 30,0.80,808161,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2019272SL110,,6,"SOULARIE, ALERICK",R,07/05/99,MR5,,,,,,,,,,669442,,,,,0.00,6,0.00,,,,,,,
FA,D2019144PEC05,,1,"SOUSA, BENNETT",L,04/06/95,UFA,," $740,000 ",,1.10,0,53,,,,656986,,,,,0.00,1,1.10,,,,,,,
FA,D2020463BGK16,,1,"SOUTHARD, JARED",,10/04/00,M5,,,,,,,,,,683177,,,,,0.00,1,0.00,,,,,,,
MER,D2025174MER06,,6,"SOUTHISENE, TY",R/R,07/08/05,M2,,,,,,,,CHN 15,17.37,807257,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
FA,D2022647BGK23,,0,"SPAIN, DYLAN",R,09/23/03,M3,,,,,,,,,,688125,,,,,0.00,0,0.00,,,,,,,
FA,D2012007BRS01,,5,"SPANGENBERG, CORY",L,03/16/91,UFA,," $740,000 ",,,,,,,,605486,,,,,0.00,5,0.00,,,,,,,
FA,D2015174ALD06,,1,"SPARKMAN, GLENN",,05/11/92,UFA,," $740,000 ",,,,,,,,642098,,,,,0.00,1,0.00,,,,,,,
RFS,D2025744RFS32,,0,"SPARKS, NOLAN",R/R,08/12/02,M2,,,,,,,,,,822463,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2017053BGK02,,1,"SPEAS, ALEX",R,03/04/98,UFA,," $740,000 ",0.00,,,,,,,666208,,,,,0.00,1,0.00,,,,,,,
RFS,D2023162RFS06,RELEASE,8,"SPECHT, TOMMY",L,06/24/04,M4,,,,,,,,,,702467,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
KEC,D2015626ALD22,40,1,"SPEIER, GABE",,04/12/95,O3,," $2,249,431 ",0.20,1.70,0,65,,,,642100,KEEP,40," $2,249,431 ",,0.00,1,1.70,,,,,,,
MUN,D2022574MUN20,,2,"SPENCE, JOEY",,10/16/02,M5,,,,,,,,,,695752,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2022290SHC10,,4,"SPENCE, LIAM",R,04/09/98,M4,,,,,,,,,,687608,,,,,0.00,4,0.00,,,,,,,
MOE,D2021260PBW10,40,0,"SPENCE, MITCH",R,05/06/98,O1,," $740,000 ",1.20,0.00,8,89,,,,687765,KEEP,40," $740,000 ",,0.00,0,0.00,,,,,,,
SH1,D2025299BAB10,,0,"SPENCER, JARED",L/L,07/01/03,M2,,,,,,,,,,801358,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
NEE,D2022338NEE12,40,0,"SPIERS, CARSON",R,11/11/97,O1,," $740,000 ",0.10,0.00,2,14,,,,686730,INJURED,40," $740,000 ",,0.00,0,0.00,,,,,,,
BAM,D2025112BAM04,,8,"SPIKERMAN, JOHN",B/R,04/02/03,M2,,,,,,,,PHN 16,14.79,701811,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
NYG,D2022115NYG04,,5,"SPIKES, RYAN",R,03/13/03,M5,,,,,,,,,,691797,KEEP,, $-   ,,0.00,5,0.00,,,,,,,
FA,D2019092SL104,,8,"SPILLANE, BREN",,09/21/96,MR5,,,,,,,,,,665023,,,,,0.00,8,0.00,,,,,,,
FA,,,1,"SPITZBARTH, SHEA",R,10/04/94,UFA,," $740,000 ",,,,,,,,665661,,,,,0.00,1,0.00,,,,,,,
HIB,D2025553HIB19,,5,"SPRAGUE-LOTT, JARED",R/R,10/10/01,M2,,,,,,,,,,814445,KEEP,, $-   ,,0.00,5,0.00,,,,,,,
FA,D2022488NEE17,,0,"SPRAKER, GRAHAM",R,03/19/95,M3,,,,,,,,,,676942,,,,,0.00,0,0.00,,,,,,,
NYG,D2012009WBR01,40,8,"SPRINGER, GEORGE",R,09/19/89,FA27,2024," $12,893,019 ",1.20,5.20,,,523,,,543807,KEEP,40," $12,893,019 ",,549.00,8,5.20,,,,,,,
MUN,D2025443MUN15,,2,"SPRINGER, JOSH",R/R,06/12/06,M2,,,,,,,,,,807256,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
INC,D2018468INC16,40,0,"SPRINGS, JEFFREY",L,09/20/92,FA27,," $6,078,933 ",0.40,1.70,32,180,,,,605488,KEEP,40," $6,078,933 ",,0.00,0,1.70,,,,,,,
FA,D2022498MER17,,0,"SPRINKLE, JONATHAN",R,07/08/98,M4,,,,,,,,,,679062,,,,,0.00,0,0.00,,,,,,,
FM2,D2023166FM206,,6,"SPRINKLE, JORDAN",R,03/06/01,M4,,,,,,,,,,688394,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
SH1,D2020119BAB04,40,1,"SPROAT, BRANDON",R,09/17/00,MR5,," $120,600 ",,0.60,4,22,,NYN 01 [45],43.84,687075,KEEP,40," $120,600 ",,0.00,1,0.60,,,,,,,
RFS,D2024483RFS17,,3,"SQUIRES, BRETT",L,02/26/00,M3,,,,,,,,,,689531,KEEP,, $-   ,,0.00,3,0.00,,,,,,,
FA,,,1,"ST. JOHN, LOCKE",L,01/31/93,UFA,," $740,000 ",,,,,,,,657766,,,,,0.00,1,0.00,,,,,,,
KC1,D2025136KC105,RELEASE,2,"STAFFORD, RYAN",R/R,01/15/03,M2,,,,,,,,,,701696,RELEASE,, $-   ,,0.00,2,0.00,,,,,,,
HAH,D2024123RFS05,,6,"STAFURA, SAMMY",R,11/15/04,M3,,,,,,,,CIN 09,22.31,806230,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
BRB,D2023255BRB09,,0,"STAINE, CONNOR",R,01/12/01,M4,,,,,,,,,,688422,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
PEC,D2020224PEC08,,1,"STALLINGS, GARRETT",R,08/08/97,MR5,,,,,,,,,,668831,KEEP,, $-   ,,0.00,1,0.00,,,,,,,
BBS,D2013433SPI14,RELEASE,2,"STALLINGS, JACOB",R,12/22/89,A6,," $1,000,000 ",0.90,-1.50,,,125,,,607732,RELEASE,, $-   ,,131.00,2,-1.50,,,,,,,
FA,D2013195VBV06,,6,"STAMETS, ERIC",R,09/25/91,UFA,," $740,000 ",,,,,,,,608715,,,,,0.00,6,0.00,,,,,,,
MOE,D2023680CHD25,,0,"STANAVICH, DALE",L,06/23/99,M4,,,,,,,,,,689359,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2011ALES1,,1,"STANEK, RYNE",R,07/26/91,UFA,," $740,000 ",0.00,0.10,0,59,,,,592773,,,,,0.00,1,0.10,,,,,,,
FA,D2015688RFS27,,4,"STANKIEWICZ, DREW",,06/18/93,MR5,,,,,,,,,,607733,,,,,0.00,4,0.00,,,,,,,
FA,D2013129JAS03,,0,"STANKIEWICZ, THEODORE",R,11/25/93,MR5,,,,,,,,,,621103,,,,,0.00,0,0.00,,,,,,,
PEC,D2022490PEC17,,0,"STANLEY, HUNTER",,11/25/97,M5,,,,,,,,,,701533,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
MUN,D2024721MUN25,,0,"STANLEY, MAX",R,11/20/04,M3,,,,,,,,,,806232,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2008MUN03,,10,"STANTON, GIANCARLO",R,11/08/89,UFA,2020," $740,000 ",0.80,1.90,,,261,,,519317,,,,,274.00,10,1.90,,,,,,,
FA,D2012004MUN01,,8,"STARLING, BUBBA",R,08/03/92,UFA,," $740,000 ",,,,,,,,605490,,,,,0.00,8,0.00,,,,,,,
FA,D2010RFS01,,2,"STASSI, MAX",R,03/15/91,UFA,," $740,000 ",,,,,,,,545358,,,,,0.00,2,0.00,,,,,,,
FA,D2020423SL115,,1,"STATLER, TYLER",,07/01/01,MR5,,,,,,,,,,687848,,,,,0.00,1,0.00,,,,,,,
FA,D2017577NYG20,,8,"STATUM, OTIS",R,06/19/98,M4,,,,,,,,,,669940,,,,,0.00,8,0.00,,,,,,,
FA,D2016741HOG38,,1,"STAUFFER, ADAM ",R,01/13/99,MR5,,,,,,,,,,676763,,,,,0.00,1,0.00,,,,,,,
BRB,D2016059BAM02,40,1,"STAUMONT, JOSH",R,12/21/93,A5,," $895,752 ",0.20,,,,,,,622251,KEEP,40," $895,752 ",,0.00,1,0.00,,,,,,,
FA,D2013533RFS17,,1,"STECKENRIDER, DREW",R,01/10/91,UFA,," $740,000 ",,,,,,,,608716,,,,,0.00,1,0.00,,,,,,,
FA,D2018134GLL05,,0,"STEELE, EVAN ",L,11/14/96,MR5,,,,,,,,,,663741,,,,,0.00,0,0.00,,,,,,,
TUT,D2015095MER04,40,0,"STEELE, JUSTIN",L,07/11/95,FA29,," $9,213,692 ",3.00,0.00,4,24,,,,657006,INJURED,40," $1,842,738 ",,0.00,0,0.00,,,,,,,
ALC,D2025652ALC23,,8,"STEELS, JAKE",R/R,06/17/02,M2,,,,,,,,,,809921,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
BAM,D2020328RFS11,40,8,"STEER, SPENCER",R,12/07/97,O2,," $740,000 ",1.30,1.00,,,534,,,668715,KEEP,40," $740,000 ",,561.00,8,1.00,,,,,,,
FM2,D2022289FM210,40,4,"STEFANIC, MICHAEL",R,02/24/96,O1,," $740,000 ",-0.40,0.00,,,23,,,683021,KEEP,40," $740,000 ",,24.00,4,0.00,,,,,,,
SPI,D2022177SPI06,,0,"STEINMETZ, JACOB",R,07/19/03,M5,,,,,,,,,,700255,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,,,1,"STEMER, JUSTIN",R,08/29/96,UFA,," $740,000 ",0.10,0.30,1,68,,,,686993,,,,,0.00,1,0.30,,,,,,,
WBR,D2025463WBR16,,8,"STEPHAN, ANTHONY",L/R,12/16/02,M2,,,,,,,,,,803174,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
HIB,D2023389HIB13,,0,"STEPHAN, JOSH",R,11/01/01,M4,,,,,,,,TEA 28,2.79,695776,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
NEE,D2017178ALE06,RELEASE,1,"STEPHAN, TREVOR",R,11/25/95,A4,," $1,000,000 ",,,,,,,,663986,RELEASE,, $-   ,,0.00,1,0.00,,,,,,,
NYG,D2025098NYG04,,0,"STEPHEN, KHAL",R/R,12/21/02,M2,,,,,,,,TOA 10,18.00,701590,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2013498BRD16,,1,"STEPHENS, JACKSON",R,05/11/94,UFA,," $740,000 ",0.00,,,,,,,623451,,,,,0.00,1,0.00,,,,,,,
FA,D2016160FM206,,0,"STEPHENS, JORDAN",R,09/12/92,MR5,,,,,,,,,,596111,,,,,0.00,0,0.00,,,,,,,
FA,D2023327BGS11,,8,"STEPHENS, LANDON",,03/15/98,M3,,,,,,,,,,686677,,,,,0.00,8,0.00,,,,,,,
FA,D2012023SLB01,,1,"STEPHENSON, ROBERT",R,02/24/93,UFA,," $740,000 ",,0.10,0,11,,,,596112,,,,,0.00,1,0.10,,,,,,,
MOE,D2023596CHD21,,8,"STEPHENSON, SETH",R,01/10/01,M4,,,,,,,,,,700931,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
BBS,D2016011BOB01,40,2,"STEPHENSON, TYLER",R,08/16/96,A4,," $1,937,046 ",3.00,1.10,,,314,,,663886,KEEP,40," $1,937,046 ",,330.00,2,1.10,,,,,,,
WBR,D2025044WBR02,,0,"STERLING, LEVI",R/R,09/02/06,M2,,,,,,,,PIN 08,22.34,815552,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
BRB,D2022416BRB14,,6,"STEVENS, CHAD",R,02/03/99,M5,,,,-0.40,,,14,,,677060,KEEP,, $-   ,,15.00,6,-0.40,,,,,,,
FA,D2023590BGS20,,4,"STEVENS, ELIEZEL",,10/08/00,M2,,,,,,,,,,678844,,,,,0.00,4,0.00,,,,,,,
HOG,D2021225HOG09,RELEASE,8,"STEVENS, FELIX",,07/30/99,MR5,,,,,,,,,,685474,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2016052WBR02,,8,"STEVENSON, ANDREW",L,06/01/94,UFA,," $740,000 ",,,,,,,,664057,,,,,0.00,8,0.00,,,,,,,
HAH,D2019125MOR05,,8,"STEVENSON, CAL",,09/12/96,MR5,,,0.10,-0.10,,,8,,,670276,KEEP,, $-   ,,8.00,8,-0.10,,,,,,,
FA,D2021242RFS09,,1,"STEVENSON, JAKE",,03/24/97,M4,,,,,,,,,,679648,,,,,0.00,1,0.00,,,,,,,
FA,D2023693HIB25,,3,"STEVENSON, TOMMY",R,09/13/00,M3,,,,,,,,,,806311,,,,,0.00,3,0.00,,,,,,,
HIB,D2025344HIB12,,0,"STEWARD, CASEY",0,08/02/01,M2,,,,,,,,PHN 26,4.93,804523,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
MUN,D2024477MUN16,,0,"STEWART, BRADLEY",L,09/15/04,M3,,,,,,,,,,815145,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2015250SDP09,,1,"STEWART, BROCK",R,10/03/91,UFA,," $740,000 ",0.10,0.70,0,40,,,,592779,,,,,0.00,1,0.70,,,,,,,
FA,D2019006PSD01,,1,"STEWART, CARTER",R,11/02/99,MR5,,,,,,,,,,678012,,,,,0.00,1,0.00,,,,,,,
FA,D2016023ALE01,,8,"STEWART, CHRISTIN",L,12/10/93,UFA,," $740,000 ",,,,,,,,621514,,,,,0.00,8,0.00,,,,,,,
HAH,D2013287BAB09,WAIVE,8,"STEWART, D.J.",L,11/30/93,A6,," $740,000 ",-0.20,,,,,,,621466,KEEP,WAIVE," $740,000 ",,0.00,8,0.00,,,,,,,
FA,D2023553SPI19,,8,"STEWART, JOE",R,05/06/98,M3,,,,,,,,,,680396,,,,,0.00,8,0.00,,,,,,,
ALC,D2023035ALC1S,,5,"STEWART, SAL",R,12/07/03,M4,,,,0.40,,,58,CIN 07,24.34,701398,KEEP,, $-   ,,61.00,5,0.40,,,,,,,
FA,D2019280BOB10,,0,"STEWART, WILL",L,07/14/97,MR5,,,,,,,,,,663489,,,,,0.00,0,0.00,,,,,,,
SPI,D2024669SPI23,,0,"STHELE, TRAVIS",R,09/21/01,M3,,,,,,,,,,691017,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
BRM,D2019336PSD12,RELEASE,0,"STIEVER, JONATHAN",R,05/12/97,MR5,,,,,,,,,,680692,RELEASE,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2020162WBR06,,0,"STINSON, GRAEME",L,08/06/97,MR5,,,,,,,,,,666209,,,,,0.00,0,0.00,,,,,,,
FA,D2010RCQ01,,1,"STOCK, ROBERT",L,11/21/89,UFA,," $740,000 ",,-0.10,0,3,,,,476594,,,,,0.00,1,-0.10,,,,,,,
FA,D2016702KC127,,0,"STOECKINGER, JACKSON ",L,02/13/96,MR5,,,,,,,,,,676687,,,,,0.00,0,0.00,,,,,,,
FA,D2024544SAG19,,0,"STOFFAL, JACE",R,07/19/02,M2,,,,,,,,,,809859,,,,,0.00,0,0.00,,,,,,,
FA,D2015194SPI07,,8,"STOKES, TROY",,02/02/96,UFA,," $740,000 ",,,,,,,,657011,,,,,0.00,8,0.00,,,,,,,
HAH,D2021151MOR06,40,0,"STONE, GAVIN",R,10/15/98,O2,," $740,000 ",2.00,,,,,,,694813,INJURED,40," $740,000 ",,0.00,0,0.00,,,,,,,
PEC,D2024337PEC12,,0,"STORM, JUSTIN",L,09/12/01,M3,,,,,,,,,,814193,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
HOG,D2012026BOB01,40,6,"STORY, TREVOR",R,11/15/92,FA27,," $5,402,078 ",0.60,3.00,,,643,,,596115,KEEP,40," $5,402,078 ",,675.00,6,3.00,,,,,,,
SAG,D2020011WBR01,40,4,"STOTT, BRYSON",L,10/06/97,O3,," $2,960,000 ",1.90,3.10,,,524,,,681082,KEEP,40," $2,960,000 ",,550.00,4,3.10,,,,,,,
FA,D2020342WBR12,,0,"STOUDT, LEVI",R,12/04/97,MR5,,,,,,,,,,686651,,,,,0.00,0,0.00,,,,,,,
FA,D2015737AKV33,,1,"STOUT, ERIC",,03/27/93,UFA,," $740,000 ",,,,,,,,657770,,,,,0.00,1,0.00,,,,,,,
MOE,D2025171MOE06,,4,"STOVALL, PEYTON",L/R,02/14/03,M2,,,,,,,,CIN 21,10.14,696510,KEEP,, $-   ,,0.00,4,0.00,,,,,,,
FA,D2019070BOB03,,8,"STOWERS, JOSH",,02/25/97,MR5,,,,,,,,,,663618,,,,,0.00,8,0.00,,,,,,,
PEC,D2020075PEC03,40,8,"STOWERS, KYLE",L,01/02/98,O1,," $740,000 ",-0.60,4.00,,,419,,,669065,KEEP,40," $740,000 ",,440.00,8,4.00,,,,,,,
FM2,D2020225FM208,40,8,"STRAHM, KELLEN",,04/25/97,MR5,,,,,,,,,,687005,KEEP,40," $120,600 ",,0.00,8,0.00,,,,,,,
FA,D2016081GLL03,,1,"STRAHM, MATTHEW",L,11/12/91,UFA,2025," $740,000 ",2.10,1.50,0,65,,,,621381,,,,,0.00,1,1.50,,,,,,,
FA,D2010SFG19,,0,"STRAILY, DANIEL",R,12/01/88,UFA,," $740,000 ",,,,,,,,573185,,,,,0.00,0,0.00,,,,,,,
HAH,D2013022LEL01,40,1,"STRATTON, CHRIS",R,08/22/90,FA27,," $3,400,001 ",-0.20,-0.10,0,22,,,,608717,KEEP,40," $3,400,001 ",,0.00,1,-0.10,,,,,,,
FA,FA2025WBR,,1,"STRATTON, HUNTER",R,11/17/96,UFA,," $740,000 ",0.70,-0.10,0,20,,,,676702,,,,,0.00,1,-0.10,,,,,,,
FA,D2016427MER15,,8,"STRAW, MYLES",R,10/17/94,UFA,," $740,000 ",0.00,1.80,,,280,,,664702,,,,,294.00,8,1.80,,,,,,,
